No.,Track Name,Artist,Year Released,Album:,Spotify Link:,Youtube Link:
93-11,Personal Jesus,Depeche Mode,1989,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Personal%20Jesus%20Depeche%20Mode,https://www.youtube.com/results?search_query=Personal%20Jesus%20Depeche%20Mode%20music%20video
93-12,Everyday Is Like Sunday,Morrissey,1988,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Everyday%20Is%20Like%20Sunday%20Morrissey,https://www.youtube.com/results?search_query=Everyday%20Is%20Like%20Sunday%20Morrissey%20music%20video
93-13,Driftwood,Travis,1999,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Driftwood%20Travis,https://www.youtube.com/results?search_query=Driftwood%20Travis%20music%20video
93-14,Scooby Snacks,Fun Lovin’ Criminals,1996,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Scooby%20Snacks%20Fun%20Lovin’%20Criminals,https://www.youtube.com/results?search_query=Scooby%20Snacks%20Fun%20Lovin’%20Criminals%20music%20video
93-15,I’m Waiting For The Man,The Velvet Underground,1967,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/I’m%20Waiting%20For%20The%20Man%20The%20Velvet%20Underground,https://www.youtube.com/results?search_query=I’m%20Waiting%20For%20The%20Man%20The%20Velvet%20Underground%20music%20video
93-16,Lust For Life,Iggy Pop,1977,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Lust%20For%20Life%20Iggy%20Pop,https://www.youtube.com/results?search_query=Lust%20For%20Life%20Iggy%20Pop%20music%20video
93-17,Born Slippy,Underworld,1995,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Born%20Slippy%20Underworld,https://www.youtube.com/results?search_query=Born%20Slippy%20Underworld%20music%20video
93-18,Nancy Boy,Placebo,1997,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Nancy%20Boy%20Placebo,https://www.youtube.com/results?search_query=Nancy%20Boy%20Placebo%20music%20video
93-19,Ever Fallen In Love,Buzzcocks,1978,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/Ever%20Fallen%20In%20Love%20Buzzcocks,https://www.youtube.com/results?search_query=Ever%20Fallen%20In%20Love%20Buzzcocks%20music%20video
93-20,The Saints Are Coming,The Skids,1978,The Ultimate Bands: The Classic Anthems (Disc 1),https://open.spotify.com/search/The%20Saints%20Are%20Coming%20The%20Skids,https://www.youtube.com/results?search_query=The%20Saints%20Are%20Coming%20The%20Skids%20music%20video
94-01,Mr Brightside,The Killers,2003,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Mr%20Brightside%20The%20Killers,https://www.youtube.com/results?search_query=Mr%20Brightside%20The%20Killers%20music%20video
94-02,Naive,The Kooks,2006,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Naive%20The%20Kooks,https://www.youtube.com/results?search_query=Naive%20The%20Kooks%20music%20video
94-03,Somewhere Else,Razorlight,2004,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Somewhere%20Else%20Razorlight,https://www.youtube.com/results?search_query=Somewhere%20Else%20Razorlight%20music%20video
94-04,Don’t Look Back Into The Sun,The Libertines,2003,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Don’t%20Look%20Back%20Into%20The%20Sun%20The%20Libertines,https://www.youtube.com/results?search_query=Don’t%20Look%20Back%20Into%20The%20Sun%20The%20Libertines%20music%20video
94-05,Dakota,Stereophonics,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Dakota%20Stereophonics,https://www.youtube.com/results?search_query=Dakota%20Stereophonics%20music%20video
94-06,Freakin Out,Graham Coxon,2004,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Freakin%20Out%20Graham%20Coxon,https://www.youtube.com/results?search_query=Freakin%20Out%20Graham%20Coxon%20music%20video
94-07,Apply Some Pressure,Maxïmo Park,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Apply%20Some%20Pressure%20Maxïmo%20Park,https://www.youtube.com/results?search_query=Apply%20Some%20Pressure%20Maxïmo%20Park%20music%20video
94-08,Bohemian Like You,The Dandy Warhols,2000,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Bohemian%20Like%20You%20The%20Dandy%20Warhols,https://www.youtube.com/results?search_query=Bohemian%20Like%20You%20The%20Dandy%20Warhols%20music%20video
94-09,Oh La La,Goldfrapp,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Oh%20La%20La%20Goldfrapp,https://www.youtube.com/results?search_query=Oh%20La%20La%20Goldfrapp%20music%20video
94-10,Feel Good Inc,Gorillaz,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Feel%20Good%20Inc%20Gorillaz,https://www.youtube.com/results?search_query=Feel%20Good%20Inc%20Gorillaz%20music%20video
94-11,Black And White Town,Doves,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Black%20And%20White%20Town%20Doves,https://www.youtube.com/results?search_query=Black%20And%20White%20Town%20Doves%20music%20video
94-12,Forever Lost,The Magic Numbers,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Forever%20Lost%20The%20Magic%20Numbers,https://www.youtube.com/results?search_query=Forever%20Lost%20The%20Magic%20Numbers%20music%20video
94-13,Little By Little,Oasis,2002,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Little%20By%20Little%20Oasis,https://www.youtube.com/results?search_query=Little%20By%20Little%20Oasis%20music%20video
94-14,Feeling A Moment,Feeder,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Feeling%20A%20Moment%20Feeder,https://www.youtube.com/results?search_query=Feeling%20A%20Moment%20Feeder%20music%20video
94-15,Nature’s Law,Embrace,2006,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Nature’s%20Law%20Embrace,https://www.youtube.com/results?search_query=Nature’s%20Law%20Embrace%20music%20video
94-16,Wires,Athlete,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Wires%20Athlete,https://www.youtube.com/results?search_query=Wires%20Athlete%20music%20video
94-17,Hoppípolla,Sigur Rós,2005,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Hoppípolla%20Sigur%20Rós,https://www.youtube.com/results?search_query=Hoppípolla%20Sigur%20Rós%20music%20video
94-18,Porcelain,Moby,2000,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Porcelain%20Moby,https://www.youtube.com/results?search_query=Porcelain%20Moby%20music%20video
94-19,Eple,Röyksopp,2001,The Ultimate Bands: The Classic Anthems (Disc 2),https://open.spotify.com/search/Eple%20Röyksopp,https://www.youtube.com/results?search_query=Eple%20Röyksopp%20music%20video
95-01,Your Song,Elton John,1970,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Your%20Song%20Elton%20John,https://www.youtube.com/results?search_query=Your%20Song%20Elton%20John%20music%20video
95-02,Rocket Man,Elton John,1972,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Rocket%20Man%20Elton%20John,https://www.youtube.com/results?search_query=Rocket%20Man%20Elton%20John%20music%20video
95-03,Honky Cat,Elton John,1972,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Honky%20Cat%20Elton%20John,https://www.youtube.com/results?search_query=Honky%20Cat%20Elton%20John%20music%20video
95-04,Crocodile Rock,Elton John,1973,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Crocodile%20Rock%20Elton%20John,https://www.youtube.com/results?search_query=Crocodile%20Rock%20Elton%20John%20music%20video
95-05,Daniel,Elton John,1973,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Daniel%20Elton%20John,https://www.youtube.com/results?search_query=Daniel%20Elton%20John%20music%20video
95-06,Goodbye Yellow Brick Road,Elton John,1973,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Goodbye%20Yellow%20Brick%20Road%20Elton%20John,https://www.youtube.com/results?search_query=Goodbye%20Yellow%20Brick%20Road%20Elton%20John%20music%20video
95-07,Saturday Night’s Alright For Fighting,Elton John,1973,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Saturday%20Night’s%20Alright%20For%20Fighting%20Elton%20John,https://www.youtube.com/results?search_query=Saturday%20Night’s%20Alright%20For%20Fighting%20Elton%20John%20music%20video
95-08,Candle In The Wind,Elton John,1973,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Candle%20In%20The%20Wind%20Elton%20John,https://www.youtube.com/results?search_query=Candle%20In%20The%20Wind%20Elton%20John%20music%20video
95-09,Don’t Let The Sun Go Down On Me,Elton John,1974,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Don’t%20Let%20The%20Sun%20Go%20Down%20On%20Me%20Elton%20John,https://www.youtube.com/results?search_query=Don’t%20Let%20The%20Sun%20Go%20Down%20On%20Me%20Elton%20John%20music%20video
95-10,Lucy In The Sky With Diamonds,Elton John,1974,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Lucy%20In%20The%20Sky%20With%20Diamonds%20Elton%20John,https://www.youtube.com/results?search_query=Lucy%20In%20The%20Sky%20With%20Diamonds%20Elton%20John%20music%20video
95-11,Philadelphia Freedom,Elton John,1975,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Philadelphia%20Freedom%20Elton%20John,https://www.youtube.com/results?search_query=Philadelphia%20Freedom%20Elton%20John%20music%20video
95-12,Someone Saved My Life Tonight,Elton John,1975,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Someone%20Saved%20My%20Life%20Tonight%20Elton%20John,https://www.youtube.com/results?search_query=Someone%20Saved%20My%20Life%20Tonight%20Elton%20John%20music%20video
95-13,Pinball Wizard,Elton John,1975,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/Pinball%20Wizard%20Elton%20John,https://www.youtube.com/results?search_query=Pinball%20Wizard%20Elton%20John%20music%20video
95-14,The Bitch Is Back,Elton John,1974,The Very Best of Elton John (Disc 1),https://open.spotify.com/search/The%20Bitch%20Is%20Back%20Elton%20John,https://www.youtube.com/results?search_query=The%20Bitch%20Is%20Back%20Elton%20John%20music%20video
96-01,Don’t Go Breaking My Heart,Elton John,1976,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Don’t%20Go%20Breaking%20My%20Heart%20Elton%20John,https://www.youtube.com/results?search_query=Don’t%20Go%20Breaking%20My%20Heart%20Elton%20John%20music%20video
96-02,Bennie & The Jets,Elton John,1974,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Bennie%20&%20The%20Jets%20Elton%20John,https://www.youtube.com/results?search_query=Bennie%20&%20The%20Jets%20Elton%20John%20music%20video
96-03,Sorry Seems To Be The Hardest Word,Elton John,1976,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Sorry%20Seems%20To%20Be%20The%20Hardest%20Word%20Elton%20John,https://www.youtube.com/results?search_query=Sorry%20Seems%20To%20Be%20The%20Hardest%20Word%20Elton%20John%20music%20video
96-04,Song For Guy,Elton John,1978,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Song%20For%20Guy%20Elton%20John,https://www.youtube.com/results?search_query=Song%20For%20Guy%20Elton%20John%20music%20video
96-05,Part Time Love,Elton John,1978,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Part%20Time%20Love%20Elton%20John,https://www.youtube.com/results?search_query=Part%20Time%20Love%20Elton%20John%20music%20video
96-06,Blue Eyes,Elton John,1984,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Blue%20Eyes%20Elton%20John,https://www.youtube.com/results?search_query=Blue%20Eyes%20Elton%20John%20music%20video
96-07,I Guess That’s Why They Call It The Blues,Elton John,1983,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/I%20Guess%20That’s%20Why%20They%20Call%20It%20The%20Blues%20Elton%20John,https://www.youtube.com/results?search_query=I%20Guess%20That’s%20Why%20They%20Call%20It%20The%20Blues%20Elton%20John%20music%20video
96-08,I’m Still Standing,Elton John,1983,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/I’m%20Still%20Standing%20Elton%20John,https://www.youtube.com/results?search_query=I’m%20Still%20Standing%20Elton%20John%20music%20video
96-09,Kiss The Bride,Elton John,1983,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Kiss%20The%20Bride%20Elton%20John,https://www.youtube.com/results?search_query=Kiss%20The%20Bride%20Elton%20John%20music%20video
96-10,Sad Songs (Say So Much),Elton John,1984,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Sad%20Songs%20(Say%20So%20Much)%20Elton%20John,https://www.youtube.com/results?search_query=Sad%20Songs%20(Say%20So%20Much)%20Elton%20John%20music%20video
96-11,Passengers,Elton John,1984,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Passengers%20Elton%20John,https://www.youtube.com/results?search_query=Passengers%20Elton%20John%20music%20video
96-12,Nikita,Elton John,1985,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Nikita%20Elton%20John,https://www.youtube.com/results?search_query=Nikita%20Elton%20John%20music%20video
96-13,Don’t Wanna Go On With You Like That,Elton John,1988,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Don’t%20Wanna%20Go%20On%20With%20You%20Like%20That%20Elton%20John,https://www.youtube.com/results?search_query=Don’t%20Wanna%20Go%20On%20With%20You%20Like%20That%20Elton%20John%20music%20video
96-14,Sacrifice,Elton John,1989,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Sacrifice%20Elton%20John,https://www.youtube.com/results?search_query=Sacrifice%20Elton%20John%20music%20video
96-15,Easier To Walk Away,Elton John,1990,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/Easier%20To%20Walk%20Away%20Elton%20John,https://www.youtube.com/results?search_query=Easier%20To%20Walk%20Away%20Elton%20John%20music%20video
96-16,You Gotta Love Someone,Elton John,1990,The Very Best of Elton John (Disc 2),https://open.spotify.com/search/You%20Gotta%20Love%20Someone%20Elton%20John,https://www.youtube.com/results?search_query=You%20Gotta%20Love%20Someone%20Elton%20John%20music%20video
57-01,Happy,Pharrell Williams,2013,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/Happy%20Pharrell%20Williams,https://www.youtube.com/results?search_query=Happy%20Pharrell%20Williams%20music%20video
57-02,My Love,Route 94 Feat. Jess Glynne,2014,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/My%20Love%20Route%2094%20Feat.%20Jess%20Glynne,https://www.youtube.com/results?search_query=My%20Love%20Route%2094%20Feat.%20Jess%20Glynne%20music%20video
57-03,I'm A Freak,Enrique Iglesias Feat. Pitbull,2014,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/I'm%20A%20Freak%20Enrique%20Iglesias%20Feat.%20Pitbull,https://www.youtube.com/results?search_query=I'm%20A%20Freak%20Enrique%20Iglesias%20Feat.%20Pitbull%20music%20video
57-04,Hey Brother,Avicii,2013,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/Hey%20Brother%20Avicii,https://www.youtube.com/results?search_query=Hey%20Brother%20Avicii%20music%20video
57-05,Dark Horse,Katy Perry Feat. Juicy J,2013,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/Dark%20Horse%20Katy%20Perry%20Feat.%20Juicy%20J,https://www.youtube.com/results?search_query=Dark%20Horse%20Katy%20Perry%20Feat.%20Juicy%20J%20music%20video
57-06,Money On My Mind,Sam Smith,2014,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/Money%20On%20My%20Mind%20Sam%20Smith,https://www.youtube.com/results?search_query=Money%20On%20My%20Mind%20Sam%20Smith%20music%20video
57-07,Word Up!,Little Mix,2014,Now That’s What I Call Music! 87 (Disc 1),https://open.spotify.com/search/Word%20Up!%20Little%20Mix,https://www.youtube.com/results?search_query=Word%20Up!%20Little%20Mix%20music%20video
